sentiment,tweet_id,date,flag,user,content
4,2012574359,Tue Jun 02 20:54:00 PDT 2009,NO_QUERY,shellywellyx1,"['jojoalexander', 'right', 'let', 'white', 'boy', 'know', 'havana']"
4,2176839059,Mon Jun 15 04:52:32 PDT 2009,NO_QUERY,EmilyCohn,"['days', 'sailllling']"
0,2016886524,Wed Jun 03 07:31:09 PDT 2009,NO_QUERY,hollyheartsnick,"['thereallfo', 'july', 'th', 'bet', 'work', 'come', 'charlotte', 'sure', 'manager', 'mind', 'u', 'sing', 'fittingroom']"
4,2013718863,Tue Jun 02 23:23:26 PDT 2009,NO_QUERY,sheppeyescapee,"['today', 'exam', 'wahooooooo']"
0,1968833957,Fri May 29 22:19:54 PDT 2009,NO_QUERY,PEACE_LUV_JONAS,"['ddlovato', 'want', 'let', 'follow', 'wont', 'sad', 'gun', 'amaze']"
4,1979105177,Sun May 31 01:39:35 PDT 2009,NO_QUERY,ami2411,"['school', 'tomorrow', 'exam', 'happy', 'ill', 'pp']"
4,1557193065,Sun Apr 19 02:33:54 PDT 2009,NO_QUERY,Umbrae_,"['mariahcarey', 'sleep', 'tight', 'love']"
4,2053499446,Sat Jun 06 04:46:22 PDT 2009,NO_QUERY,timbergman,"['way', 'office', 'outer', 'upgrade', 'today', 'get', 'customer', 'traffic', 'nice', 'problem']"
4,2049244022,Fri Jun 05 16:32:41 PDT 2009,NO_QUERY,Donttrustme123,"['cannon', 'dont', 'read', 'conversations']"
0,2258537207,Sat Jun 20 16:05:10 PDT 2009,NO_QUERY,RosieTinker,"['gemmathomas', 'work', 'apart', 'maybe', 'venture', 'cinema', 'xx']"
0,2265045357,Sun Jun 21 05:38:48 PDT 2009,NO_QUERY,IPinthecorner,"['try', 'bath', 'earlier', 'straight', 'line', 'look', 'forward', 'bath', 'tomorrow']"
0,2284634982,Mon Jun 22 14:07:28 PDT 2009,NO_QUERY,saltwatersins,"['support', 'eric', 'pretty', 'badly', 'prayers']"
0,2186210512,Mon Jun 15 18:30:48 PDT 2009,NO_QUERY,TheKingOfLion,"['sarah', 'exhaust', 'chuck', 'chuck', 'chuckmemondays']"
4,2013815489,Tue Jun 02 23:39:20 PDT 2009,NO_QUERY,anakotevska,['eat']
4,1692641706,Sun May 03 20:26:48 PDT 2009,NO_QUERY,itsmeambreezyy,"['go', 'sleep', 'dungeon', 'goodnight', 'twitter', 'shore']"
0,2055094890,Sat Jun 06 08:41:16 PDT 2009,NO_QUERY,DJWERDDAMOUF,"['mzzblondy', 'u', 'need', 'hair']"
0,2258408034,Sat Jun 20 15:52:42 PDT 2009,NO_QUERY,pj_lang,"['annielang', 'yuuuuus', 'glow', 'stick', 'completely', 'awesome', 'like', 'want', 'beach', 'life', 'xx']"
4,1976227812,Sat May 30 16:52:01 PDT 2009,NO_QUERY,pripper,"['raybeckerman', 'welcome']"
4,2051013812,Fri Jun 05 19:42:17 PDT 2009,NO_QUERY,miSs_kARA18,['happy']
0,2191380303,Tue Jun 16 05:09:12 PDT 2009,NO_QUERY,deetee35,"['rachelletan', 'get', 'hug', 'get', 'hug', 'hata', 'org', 'yearyour', 'seat', 'havana']"
4,1990040453,Mon Jun 01 03:40:51 PDT 2009,NO_QUERY,Tanja_75,"['ebassman', 'hold', 'sing', 'sing', 'di', 'sing', 'di', 'dangbass', 'man', 'flesh', 'weeks', 'bring', 'party']"
0,2327988835,Thu Jun 25 09:02:05 PDT 2009,NO_QUERY,dearbradenton,"['nikkatron', 'figure', 'mad', 'sign', 'let', 'know', 'barely', 'get', 'angry', 'new']"
4,2053791265,Sat Jun 06 05:42:42 PDT 2009,NO_QUERY,Sulieka,"['feel', 'sickle', 'mummy', 'pancake']"
4,1976902865,Sat May 30 19:30:04 PDT 2009,NO_QUERY,picktor,"['lean', 'mean', 'fight', 'machine', 'httppicktorcom']"
0,2241114427,Fri Jun 19 10:33:27 PDT 2009,NO_QUERY,gpjewellery,"['get', 'headache', 'resin', 'dance', 'like', 'look', 'george', 'michael', 'fear', 'fellow', 'twitter']"
4,1990071410,Mon Jun 01 03:47:08 PDT 2009,NO_QUERY,kpopper,"['lloyddavis', 'fantastic', 'turtle', 'weeks']"
4,2182863581,Mon Jun 15 13:44:07 PDT 2009,NO_QUERY,followmethisfar,"['humane', 'awesome', 'remain', 'resume', 'days', 'ago', 'cross', 'finger']"
4,1833022485,Sun May 17 22:05:10 PDT 2009,NO_QUERY,BNeezy10,"['happy', 'birthday', 'best', 'friend', 'robert', 'mcneil']"
0,2234297928,Thu Jun 18 22:47:28 PDT 2009,NO_QUERY,yellowduckx,"['peterfacinelli', 'www', 'sorry', 'fan', 'help', 'hopefully', 'spread', 'word']"
4,2191249803,Tue Jun 16 04:52:04 PDT 2009,NO_QUERY,kateparry,"['loss', 'hi', 'love', 'friday', 'night', 'love', 'miles', 'bring', 'taylor', 'swift', 'xx', 'pus', 'reply']"
4,2050563946,Fri Jun 05 18:53:51 PDT 2009,NO_QUERY,cheewei,"['song', 'u', 'deny', 'nice', 'httpbitlympqe']"
0,2000733010,Mon Jun 01 22:49:18 PDT 2009,NO_QUERY,LenaaMari,"['tire', 'study', 'path', 'test', 'tomorrow', 'guess', 'sleepless', 'night', 'story', 'life']"
4,1835755623,Mon May 18 06:41:05 PDT 2009,NO_QUERY,aldoaoa,"['astromike', 'hey', 'nice', 'work']"
0,2067481095,Sun Jun 07 12:25:15 PDT 2009,NO_QUERY,jaycataldo,"['start', 'day', 'step', 'big', 'pile', 'maggie', 'vomit', 'bed', 'think', 'leave', 'foot', 'dramatize']"
4,2050282674,Fri Jun 05 18:23:36 PDT 2009,NO_QUERY,chickybarbwire,"['baby', 'hi', 'let', 'know', 'come', 'arkansas']"
0,2251782008,Sat Jun 20 04:33:47 PDT 2009,NO_QUERY,kuli,"['sell', 'phone', 'g', 'cover', 'cost', 'rest', 'contract', 'pay']"
0,2197311763,Tue Jun 16 13:37:10 PDT 2009,NO_QUERY,rickilouise,"['want', 'nice']"
0,2303148327,Tue Jun 23 17:47:46 PDT 2009,NO_QUERY,godwingrech,"['cabmen', 'lawrence', 'lie', 'oath', 'love', 'hope', 'gown', 'electric', 'blanket', 'work']"
4,1957572743,Fri May 29 00:55:29 PDT 2009,NO_QUERY,twnstar2,"['monomaniac', 'pleasure', 'completely', 'weather', 'question', 'later']"
0,1967531389,Fri May 29 19:45:11 PDT 2009,NO_QUERY,cdothill,"['whhhhyyyyy', 'suggest', 'whyyyyy', 'oh', 'femme', 'dress', 'roll', 'w', 'know']"
0,2221595112,Thu Jun 18 05:40:22 PDT 2009,NO_QUERY,ikristina,"['dont', 'want', 'wake', 'work', 'squarespace']"
0,1981044469,Sun May 31 08:17:14 PDT 2009,NO_QUERY,babybiancaboo,"['day', 'time', 'go', 'fast']"
0,2177220161,Mon Jun 15 05:41:49 PDT 2009,NO_QUERY,sazzle84,"['masterawesome', 'tie', 'skill', 'help', 'back', 'work']"
0,2214057874,Wed Jun 17 16:12:30 PDT 2009,NO_QUERY,kaaybootie,"['today', 'day', 'school', 'feel', 'like', 'felt', 'like', 'day', 'kind', 'sad', 'oh', 'bow', 'lose', 'game']"
4,1833390239,Sun May 17 23:08:13 PDT 2009,NO_QUERY,ianmarkowitz,"['day', 'work', 'jetlag', 'sit', 'like', 'weight', 'oh', 'gorgeous', 'outside']"
0,1677899312,Sat May 02 04:34:20 PDT 2009,NO_QUERY,beavertermite,"['crispredtan', 'k', 'close', 'eye', 'song', 'make', 'cry', 'bc', 'mon', 'go']"
4,2014681553,Wed Jun 03 02:20:08 PDT 2009,NO_QUERY,jane__,"['twilighterofoz', 'yeah', 'bad']"
4,1988958310,Sun May 31 23:53:40 PDT 2009,NO_QUERY,tweetiecub,"['saviour', 'cooper', 'mean', 'awesomest', 'thing', 'ugh']"
0,2176279777,Mon Jun 15 03:25:56 PDT 2009,NO_QUERY,hsmandy,"['org', 'rush', 'hour', 'urge']"
4,2056371900,Sat Jun 06 11:01:29 PDT 2009,NO_QUERY,hipEchik,"['dumbassity', 'thank', 'friday', 'love', 'dumbasssssss', 'hey', 'handle', 'step']"
4,2186246673,Mon Jun 15 18:33:57 PDT 2009,NO_QUERY,Courtney_0_o,"['go', 'buy', 'ring', 'tone']"
0,2302530534,Tue Jun 23 16:56:26 PDT 2009,NO_QUERY,fishaay,"['actually', 'depress', 'donna', 'jump', 'de', 'bridge', 'lawton', 'die']"
4,2014672212,Wed Jun 03 02:18:13 PDT 2009,NO_QUERY,Rougalicious,"['ddlovato', 'amp', 'thebrandicyrus', 'lui', 'tooooo']"
0,2188482066,Mon Jun 15 21:58:55 PDT 2009,NO_QUERY,Amaryth,"['cynpugh', 'aim', 'sorry', 'curl', 'leave', 'die', 'ok']"
4,1966094693,Fri May 29 17:06:51 PDT 2009,NO_QUERY,centerpet,"['hemalradia', 'thank', 'great', 'weekend']"
0,2039948181,Thu Jun 04 23:13:17 PDT 2009,NO_QUERY,besdress,"['org', 'utf', 'go', 'tone', 'orlando']"
4,2185736003,Mon Jun 15 17:49:44 PDT 2009,NO_QUERY,rachelsierra,"['sac', 'river', 'ammmmmaaaaaazzzzzziiiiiiiinnnnnnnng', 'wait']"
4,1693609651,Sun May 03 23:07:26 PDT 2009,NO_QUERY,LaurenCroft,"['seriously', 'fail', 'remember', 'update', 'get', 'rent', 'night', 'meet', 'anthony', 'rappamazing']"
4,1957690856,Fri May 29 01:17:44 PDT 2009,NO_QUERY,Gastos84,"['fruitofdoom', 'think', 'like', 'david', 'cameron', 'girlfriend']"
0,2069472825,Sun Jun 07 15:56:36 PDT 2009,NO_QUERY,dcorsetto,"['save', 'wait', 'katie', 'able', 'come', 'screw', 'glad', 'school']"
0,2322039649,Wed Jun 24 21:57:20 PDT 2009,NO_QUERY,jonathanbudd,"['tweetdeck', 'vs', 'twenties', 'phone', 'ape', 'review', 'httpbitlymwf', 'sing', 'matthewneer', 'right', 'twenties', 'unload', 'lose']"
0,1977950377,Sat May 30 22:04:42 PDT 2009,NO_QUERY,danielmolena,"['anna', 'nowfeeling']"
4,2003792700,Tue Jun 02 07:09:24 PDT 2009,NO_QUERY,PercythePigeon,"['pembsdave', 'jessicastrust', 'like', 'cunning', 'plan', 'u', 'help', 'sit', 'amp', 'read', 'amp', 'little', 'story', 'support', 'bullyinguk']"
4,2063944287,Sun Jun 07 04:40:40 PDT 2009,NO_QUERY,crickket,"['ickystardust', 'total', 'gorki', 'pull', 'space', 'eitherlet', 'try']"
4,1973674782,Sat May 30 11:36:45 PDT 2009,NO_QUERY,evie311,"['watch', 'britain', 'get', 'talent']"
0,2180227468,Mon Jun 15 10:10:54 PDT 2009,NO_QUERY,padmeamidala,"['spend', 'hour', 'look', 'old', 'picture', 'dad', 'good', 'cry', 'need', 'right', 'feel', 'depress', 'sad']"
0,1977963281,Sat May 30 22:06:26 PDT 2009,NO_QUERY,misscolbyxx,['hurt']
0,1469164863,Tue Apr 07 05:27:13 PDT 2009,NO_QUERY,phoebeleung,"['sit', 'homework']"
4,2185964305,Mon Jun 15 18:09:42 PDT 2009,NO_QUERY,angiebatgirl,"['nickhexum', 'play', 'chilly', 'june', 'th', 'quotjackpotquot', 'httpblipfmahrf', 'addthis']"
4,2065732408,Sun Jun 07 09:10:57 PDT 2009,NO_QUERY,tweeteradder1,"['daveshustler', 'followers', 'day', 'wwwtweeteraddercom', 'add', 'train', 'pay', 'lip']"
0,1882778677,Fri May 22 07:28:17 PDT 2009,NO_QUERY,FollowJocelyn,"['wish', 'hang', 'dinner', 'sister', 'today', 'leave', 'boston', 'tonight']"
4,1771212408,Mon May 11 23:34:05 PDT 2009,NO_QUERY,dbrull,"['knee', 'clue', 'happen', 'kind', 'funny', 'cool', 'pick', 'bow']"
4,1556760752,Sun Apr 19 00:13:03 PDT 2009,NO_QUERY,kyriDMB,"['dmbdork', 'sound', 'get', 'ready', 'day', 'work', 'hope', 'great', 'day', 'today']"
0,2065634671,Sun Jun 07 08:59:46 PDT 2009,NO_QUERY,sydlawrence,"['play', 'facebook', 'apt', 'dont', 'set', 'callback', 'curl', 'dynamically', 'want', 'use', 'hostile', 'solution']"
0,2199226627,Tue Jun 16 17:11:53 PDT 2009,NO_QUERY,MeganShearstone,"['night', 'tire', 'stay', 'late', 'sweet', 'dream']"
0,1994996469,Mon Jun 01 12:47:13 PDT 2009,NO_QUERY,JamesDeen,"['god', 'close', 'fuck', 'kimberlykane', 'ass', 'time', 'get', 'push']"
0,1794942623,Thu May 14 06:51:40 PDT 2009,NO_QUERY,burnbright,"['wickedground', 'think', 'miss']"
0,1990490880,Mon Jun 01 05:00:36 PDT 2009,NO_QUERY,rainfrancisco,"['potpotlollipop', 'beshyylove', 'meet', 'hear', 'bout', 'long', 'dont', 'worry']"
0,1824128299,Sun May 17 00:08:52 PDT 2009,NO_QUERY,samchan23,"['saint', 'currently', 'smash', 'combers', 'good', 'team', 'wait', 'cat', 'v', 'saint', 'better', 'free', 'air']"
4,1826383305,Sun May 17 08:22:47 PDT 2009,NO_QUERY,IndigoBlue68,"['fresh', 'banana', 'pancake']"
4,1973123269,Sat May 30 10:31:50 PDT 2009,NO_QUERY,TeamOsment,"['theclimbwithyou', 'love', 'background']"
4,2067665653,Sun Jun 07 12:44:47 PDT 2009,NO_QUERY,Frozenartist,"['cosmicfolklore', 'wait']"
4,2189617453,Tue Jun 16 00:28:11 PDT 2009,NO_QUERY,geezitsvivian,['jannawashere']
0,2322444498,Wed Jun 24 22:37:42 PDT 2009,NO_QUERY,uglygirlvr,['psychic']
4,2062923975,Sun Jun 07 00:45:31 PDT 2009,NO_QUERY,BrookeeeBooo,"['listen', 'veronicasmusic', 'fall', 'love']"
0,2264773620,Sun Jun 21 04:54:08 PDT 2009,NO_QUERY,MDelphi,"['wake', 'midmorning', 'nap', 'big', 'black', 'fluffy', 'cat', 'scar', 'kiss', 'see']"
0,1977906213,Sat May 30 21:58:48 PDT 2009,NO_QUERY,andy065,"['capital', 'sure', 'get', 'ache', 'calve']"
0,1564980406,Mon Apr 20 05:32:52 PDT 2009,NO_QUERY,sparshgupta,"['potato', 'cake', 'drill', 'trigger', 'fire', 'alarm', 'breast', 'time']"
0,2250891971,Sat Jun 20 01:47:49 PDT 2009,NO_QUERY,jessamyne,"['alilspaz', 'hey', 'run', 'sorry', 'come', 'tonight', 'work', 'start', 'study', 'exam', 'monday']"
0,2200414453,Tue Jun 16 18:52:05 PDT 2009,NO_QUERY,Mrs_Xoke,"['snkmchnb', 'thank', 'recommendation', 'pegwole', 'say', 'recommend']"
4,1678413944,Sat May 02 06:37:47 PDT 2009,NO_QUERY,Kaay,"['shop', 'fly', 'repeat']"
4,1675793253,Fri May 01 20:20:35 PDT 2009,NO_QUERY,LebanezeQueen,"['chill', 'wit', 'friends', 'drinkinnice', 'night']"
0,1992862088,Mon Jun 01 09:26:36 PDT 2009,NO_QUERY,Tilbs,"['send', 'thenonly', 'joke', 'little', 'smile', 'face', 'special', 'know']"
0,2323407704,Thu Jun 25 00:34:29 PDT 2009,NO_QUERY,Janessa_x,"['ohkohk', 'long', 'day', 'ahead', 'brace', 'janessa']"
0,1563696139,Sun Apr 19 23:52:03 PDT 2009,NO_QUERY,prachisrk,"['use', 'vacation', 'right', 'howl', 'bag', 'day', 'drink', 'diet', 'come', 'mange', 'smooth', 'heaven', 'miss']"
0,2322789928,Wed Jun 24 23:16:39 PDT 2009,NO_QUERY,jssavvy,"['nooooo', 'public', 'enemies', 'release', 'australia', 'end', 'julie', 'depprivedand', 'suck', 'big', 'time']"
4,1694257625,Mon May 04 01:47:51 PDT 2009,NO_QUERY,MelAPerry,"['sarahamurdoch', 'love', 'head', 'heel', 'move', 'look', 'stun', 'night']"
4,1565880118,Mon Apr 20 07:45:17 PDT 2009,NO_QUERY,rubeeshareen,"['ah', 'reunion']"
0,2263362509,Sun Jun 21 00:36:39 PDT 2009,NO_QUERY,iamcheerbear,"['ifoughthelawn', 'roll', 'maybe', 'hell', 'hint', 'leave', 'william']"
0,1969261576,Fri May 29 23:29:33 PDT 2009,NO_QUERY,KillerGREG,"['wake', 'fish', 'fish', 'trip']"
4,1770839816,Mon May 11 22:23:45 PDT 2009,NO_QUERY,WalkingHorse,"['happiforever', 'silly', 'cities', 'night']"
4,1692489977,Sun May 03 20:06:25 PDT 2009,NO_QUERY,rentedmule,"['hind', 'lumbo', 'httpblipfmiwt']"
0,1991471547,Mon Jun 01 07:05:59 PDT 2009,NO_QUERY,RealizeDOP,"['plan', 'days', 'finish', 'costume', 'commission', 'post', 'picture', 'gun', 'till', 'competition']"
0,2324133627,Thu Jun 25 02:22:30 PDT 2009,NO_QUERY,esmerstyle,"['year', 'excite', 'donna', 'hang', 'friends', 'today', 'wont', 'em', 'weeks']"
4,1973263478,Sat May 30 10:48:39 PDT 2009,NO_QUERY,caty118,"['fili', 'ruin', 'summer', 'sick', 'hope', 'feel', 'better']"
4,1989931774,Mon Jun 01 03:18:47 PDT 2009,NO_QUERY,Jeff_Hardyfan,"['quotmileycyrusquotyou', 'best', 'love', 'email', 'want', 'write']"
0,2189571110,Tue Jun 16 00:21:09 PDT 2009,NO_QUERY,richonsecrets,"['modemrouter', 'comfort', 'destroy', 'life']"
4,1753744858,Sun May 10 03:12:57 PDT 2009,NO_QUERY,harry4711,"['afinefrenzy', 'ali', 'like', 'wonderful', 'sunday']"
0,1998889544,Mon Jun 01 19:17:27 PDT 2009,NO_QUERY,chelahsea,"['smaulren', 'agree', 'fair', 'hope', 'feel', 'better']"
0,1469980410,Tue Apr 07 07:59:44 PDT 2009,NO_QUERY,justinhall13,"['moss', 'pass', 'dont', 'think', 'life', 'today']"
4,2063415384,Sun Jun 07 02:33:57 PDT 2009,NO_QUERY,inckognito,"['bryan', 'check', 'yeah', 'work', 'today', 'matter', 'love', 'job', 'nice', 'day', 'dear']"
0,2175118810,Mon Jun 15 00:07:58 PDT 2009,NO_QUERY,lexitopping,"['org', 'cope', 'sofa', 'cause', 'bloody', 'mummy', 'pain', 'revision', 'exam', 'end', 'badly']"
0,2188394519,Mon Jun 15 21:49:07 PDT 2009,NO_QUERY,readysteadystop,"['usedsoup', 'get', 'burn', 'green', 'tea', 'cities', 'cheap', 'costo', 'hook', 'fuse', 'unfortunately', 'cheap']"
0,1998330949,Mon Jun 01 18:22:24 PDT 2009,NO_QUERY,hearoldo,"['sad', 'new', 'sweets']"
